,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,resolution_time,categoria_num
30189,INC0006807,Closed,False,1,0,7,False,Caller 4350,Opened by  40,14/3/2016 14:45,908,24/3/2016 19:00,Phone,Location 93,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,False,Do Not Notify,code 6,Resolved by 62,15/3/2016 12:02,24/3/2016 19:00,21.283333333333335,9.0
30200,INC0006809,Closed,False,1,0,11,False,Caller 4642,Opened by  17,14/3/2016 14:48,908,27/3/2016 10:59,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,22/3/2016 10:48,27/3/2016 10:59,188.0,26.0
30211,INC0006810,Closed,False,3,0,23,False,Caller 530,Opened by  253,14/3/2016 14:49,908,1/5/2016 13:07,Phone,Location 108,Category 46,Subcategory 150,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,code 7,Resolved by 182,26/4/2016 12:30,1/5/2016 13:07,1029.6833333333334,46.0
30215,INC0006811,Closed,False,1,0,3,False,Caller 4716,Opened by  44,14/3/2016 14:50,908,24/3/2016 18:52,Phone,Location 161,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,False,Do Not Notify,code 6,Resolved by 22,14/3/2016 15:42,24/3/2016 18:52,0.8666666666666667,20.0
30223,INC0006812,Closed,False,2,0,19,False,Caller 1623,Opened by  397,14/3/2016 14:51,908,24/4/2016 17:07,Phone,Location 93,Category 46,Subcategory 231,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,True,Do Not Notify,code 8,Resolved by 137,19/4/2016 16:32,24/4/2016 17:07,865.6833333333333,46.0
30227,INC0006815,Closed,False,0,0,3,False,Caller 2697,Opened by  17,14/3/2016 14:54,908,24/3/2016 18:52,Phone,Location 93,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 135,False,False,Do Not Notify,code 6,Resolved by 121,14/3/2016 17:21,24/3/2016 18:52,2.45,53.0
30232,INC0006816,Closed,False,0,0,4,False,Caller 1207,Opened by  17,14/3/2016 14:55,908,24/3/2016 18:52,Phone,Location 108,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,False,Do Not Notify,code 6,Resolved by 33,14/3/2016 15:11,24/3/2016 18:52,0.26666666666666666,9.0
30236,INC0006817,Closed,False,0,0,3,False,Caller 2697,Opened by  17,14/3/2016 14:58,908,24/3/2016 18:52,Phone,Location 93,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 135,False,False,Do Not Notify,code 6,Resolved by 121,14/3/2016 16:58,24/3/2016 18:52,2.0,53.0
30244,INC0006818,Closed,False,1,0,9,False,Caller 4747,Opened by  500,14/3/2016 14:58,908,24/3/2016 19:00,Phone,Location 97,Category 32,Subcategory 300,2 - Medium,2 - Medium,3 - Moderate,,Resolver 150,False,False,Do Not Notify,code 7,Resolved by 134,15/3/2016 18:34,24/3/2016 19:00,27.6,32.0
30261,INC0006819,Closed,False,3,0,17,False,Caller 2678,Opened by  17,14/3/2016 14:59,908,28/3/2016 08:59,Phone,Location 161,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,True,Do Not Notify,code 16,Resolved by 231,23/3/2016 08:45,28/3/2016 08:59,209.76666666666668,23.0
30266,INC0006820,Closed,False,0,0,14,False,Caller 1480,Opened by  142,14/3/2016 15:00,908,23/4/2016 08:07,Phone,Location 204,Category 46,Subcategory 191,3 - Low,3 - Low,4 - Low,Group 58,Resolver 76,False,True,Do Not Notify,code 6,Resolved by 69,18/4/2016 07:58,23/4/2016 08:07,832.9666666666667,46.0
30274,INC0006821,Closed,False,1,0,7,False,Caller 1248,Opened by  397,14/3/2016 15:01,908,24/3/2016 19:00,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,False,Do Not Notify,code 7,Resolved by 15,17/3/2016 09:42,24/3/2016 19:00,66.68333333333334,53.0
30280,INC0006822,Closed,False,0,0,6,False,Caller 2764,Opened by  55,14/3/2016 15:01,908,28/3/2016 14:59,Phone,Location 143,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,23/3/2016 14:23,28/3/2016 14:59,215.36666666666667,46.0
30287,INC0006823,Closed,False,1,0,21,False,Caller 5353,Opened by  253,14/3/2016 15:02,908,4/5/2016 09:07,Phone,Location 247,Category 46,Subcategory 261,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,False,True,Do Not Notify,code 4,Resolved by 159,29/4/2016 08:59,4/5/2016 09:07,1097.95,46.0
30306,INC0006825,Closed,False,7,0,25,False,Caller 85,Opened by  17,14/3/2016 15:04,908,9/4/2016 11:59,Phone,Location 161,Category 51,Subcategory 6,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,4/4/2016 11:05,9/4/2016 11:59,500.01666666666665,51.0
30315,INC0006826,Closed,False,3,0,10,False,Caller 1661,Opened by  108,14/3/2016 15:05,908,27/3/2016 12:59,Phone,Location 143,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 53,Resolver 121,False,True,Do Not Notify,code 6,Resolved by 109,22/3/2016 11:59,27/3/2016 12:59,188.9,51.0
30320,INC0006827,Closed,False,1,0,4,False,Caller 4734,Opened by  108,14/3/2016 15:10,908,24/3/2016 19:00,Phone,Location 43,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,False,Do Not Notify,code 7,Resolved by 15,16/3/2016 17:00,24/3/2016 19:00,49.833333333333336,42.0
30326,INC0006828,Closed,False,1,0,6,False,Caller 1998,Opened by  500,14/3/2016 15:11,908,27/3/2016 10:59,Phone,Location 43,Category 53,Subcategory 174,2 - Medium,1 - High,2 - High,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,22/3/2016 10:55,27/3/2016 10:59,187.73333333333332,53.0
30335,INC0006829,Closed,False,1,0,8,False,Caller 5007,Opened by  397,14/3/2016 15:15,908,24/3/2016 19:00,Phone,Location 93,Category 24,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,False,Do Not Notify,code 6,Resolved by 196,16/3/2016 11:11,24/3/2016 19:00,43.93333333333333,24.0
30340,INC0006831,Closed,False,0,0,4,False,Caller 5451,Opened by  17,14/3/2016 15:19,908,24/3/2016 18:52,Phone,Location 161,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,Resolver 115,False,False,Do Not Notify,code 9,Resolved by 103,14/3/2016 15:46,24/3/2016 18:52,0.45,53.0
30343,INC0006832,Closed,False,0,0,5,False,Caller 2403,Opened by  240,14/3/2016 15:22,908,29/3/2016 09:59,Phone,Location 93,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,True,Do Not Notify,code 7,Resolved by 115,24/3/2016 09:36,29/3/2016 09:59,234.23333333333332,46.0
30348,INC0006833,Closed,False,0,0,9,False,Caller 4288,Opened by  397,14/3/2016 15:22,908,5/4/2016 17:59,Phone,Location 51,Category 46,Subcategory 242,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,False,True,Do Not Notify,code 8,Resolved by 139,31/3/2016 17:16,5/4/2016 17:59,409.9,46.0
30351,INC0006834,Closed,False,0,0,2,False,Caller 4414,Opened by  240,14/3/2016 15:24,908,24/3/2016 19:00,Phone,Location 51,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,17/3/2016 15:29,24/3/2016 19:00,72.08333333333333,46.0
30353,INC0006835,Closed,False,0,0,1,False,Caller 5244,Opened by  240,14/3/2016 15:26,908,24/3/2016 18:52,Phone,Location 143,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:28,24/3/2016 18:52,0.03333333333333333,46.0
30364,INC0006836,Closed,False,3,0,10,False,Caller 1325,Opened by  108,14/3/2016 15:26,908,24/3/2016 19:00,Phone,Location 42,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,False,Do Not Notify,code 6,Resolved by 62,17/3/2016 16:15,24/3/2016 19:00,72.81666666666666,26.0
30367,INC0006837,Closed,False,0,0,2,False,Caller 3380,Opened by  386,14/3/2016 15:26,908,24/3/2016 18:52,Phone,Location 143,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,False,Do Not Notify,code 7,Resolved by 169,14/3/2016 15:39,24/3/2016 18:52,0.21666666666666667,46.0
30376,INC0006838,Closed,False,0,0,8,False,Caller 5293,Opened by  17,14/3/2016 15:28,908,24/3/2016 19:00,Phone,Location 64,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,False,Do Not Notify,code 6,Resolved by 231,15/3/2016 12:23,24/3/2016 19:00,20.916666666666668,9.0
30378,INC0006839,Closed,False,0,0,1,False,Caller 2949,Opened by  240,14/3/2016 15:28,908,24/3/2016 18:52,Phone,Location 93,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:29,24/3/2016 18:52,0.016666666666666666,46.0
30382,INC0006840,Closed,False,0,0,3,False,Caller 941,Opened by  40,14/3/2016 15:28,908,24/3/2016 18:52,Phone,Location 204,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,False,Do Not Notify,code 6,Resolved by 76,14/3/2016 16:19,24/3/2016 18:52,0.85,37.0
30384,INC0006841,Closed,False,0,0,1,False,Caller 3072,Opened by  240,14/3/2016 15:30,908,24/3/2016 18:52,Phone,Location 33,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:39,24/3/2016 18:52,0.15,46.0
30391,INC0006842,Closed,False,1,0,7,False,Caller 4398,Opened by  397,14/3/2016 15:32,908,27/3/2016 09:59,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,22/3/2016 09:25,27/3/2016 09:59,185.88333333333333,26.0
30406,INC0006843,Closed,False,6,0,18,False,Caller 3072,Opened by  17,14/3/2016 15:34,908,4/4/2016 14:59,Phone,Location 33,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,30/3/2016 14:39,4/4/2016 14:59,383.0833333333333,42.0
30411,INC0006844,Closed,False,0,0,4,False,Caller 470,Opened by  460,14/3/2016 15:34,908,24/3/2016 18:52,Phone,Location 93,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,False,Do Not Notify,code 6,Resolved by 196,14/3/2016 16:05,24/3/2016 18:52,0.5166666666666667,24.0
30416,INC0006846,Closed,False,1,0,4,False,Caller 4120,Opened by  40,14/3/2016 15:38,908,24/3/2016 18:52,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,False,Do Not Notify,code 10,Resolved by 22,14/3/2016 16:43,24/3/2016 18:52,1.0833333333333333,26.0
30421,INC0006847,Closed,False,0,0,10,False,Caller 369,Opened by  24,14/3/2016 15:38,908,6/4/2016 11:59,Phone,Location 204,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,False,True,Do Not Notify,code 5,Resolved by 184,1/4/2016 11:31,6/4/2016 11:59,427.8833333333333,46.0
30433,INC0006848,Closed,False,3,0,13,False,Caller 1517,Opened by  386,14/3/2016 15:39,908,28/3/2016 15:59,Phone,Location 143,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,False,True,Do Not Notify,code 8,Resolved by 67,23/3/2016 15:35,28/3/2016 15:59,215.93333333333334,37.0
30435,INC0006849,Closed,False,0,0,1,False,Caller 392,Opened by  240,14/3/2016 15:39,908,24/3/2016 18:52,Phone,Location 43,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:40,24/3/2016 18:52,0.016666666666666666,46.0
30439,INC0006850,Closed,False,1,0,4,False,Caller 2572,Opened by  397,14/3/2016 15:40,908,24/3/2016 19:00,Phone,Location 143,Category 53,Subcategory 114,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,False,False,Do Not Notify,code 5,Resolved by 184,18/3/2016 16:15,24/3/2016 19:00,96.58333333333333,53.0
30444,INC0006851,Closed,False,1,0,4,False,Caller 3072,Opened by  40,14/3/2016 15:40,908,24/3/2016 19:00,Phone,Location 33,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,False,Do Not Notify,code 7,Resolved by 15,17/3/2016 09:44,24/3/2016 19:00,66.06666666666666,20.0
30446,INC0006852,Closed,False,0,0,1,False,Caller 2739,Opened by  240,14/3/2016 15:40,908,24/3/2016 18:52,Phone,Location 111,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:41,24/3/2016 18:52,0.016666666666666666,46.0
30448,INC0006854,Closed,False,0,0,1,False,Caller 1131,Opened by  240,14/3/2016 15:42,908,24/3/2016 18:52,Phone,Location 108,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:50,24/3/2016 18:52,0.13333333333333333,46.0
30450,INC0006855,Closed,False,0,0,1,False,Caller 3973,Opened by  17,14/3/2016 15:42,908,23/5/2016 11:07,Phone,Location 204,Category 51,Subcategory 6,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,14/3/2016 15:50,23/5/2016 11:07,0.13333333333333333,51.0
30454,INC0006856,Closed,False,0,0,3,False,Caller 5085,Opened by  108,14/3/2016 15:49,908,24/3/2016 18:52,Phone,Location 55,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,False,Do Not Notify,code 6,Resolved by 52,14/3/2016 15:57,24/3/2016 18:52,0.13333333333333333,46.0
30456,INC0006858,Closed,False,0,0,1,False,Caller 2483,Opened by  240,14/3/2016 15:53,908,24/3/2016 18:52,Phone,Location 143,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:54,24/3/2016 18:52,0.016666666666666666,46.0
30458,INC0006859,Closed,False,0,0,1,False,Caller 4934,Opened by  240,14/3/2016 15:54,908,24/3/2016 18:52,Phone,Location 51,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 15:56,24/3/2016 18:52,0.03333333333333333,46.0
30480,INC0006860,Closed,False,11,0,23,False,Caller 4968,Opened by  17,14/3/2016 15:55,908,27/3/2016 15:59,Phone,Location 161,Category 53,Subcategory 82,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,22/3/2016 15:30,27/3/2016 15:59,191.58333333333334,53.0
30487,INC0006862,Closed,False,1,0,6,False,Caller 1944,Opened by  108,14/3/2016 15:58,908,24/3/2016 19:00,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,False,Do Not Notify,code 7,Resolved by 15,16/3/2016 16:01,24/3/2016 19:00,48.05,26.0
30495,INC0006866,Closed,False,1,0,5,False,Caller 298,Opened by  17,14/3/2016 16:04,908,24/3/2016 19:00,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,False,Do Not Notify,code 7,Resolved by 15,16/3/2016 16:05,24/3/2016 19:00,48.016666666666666,42.0
30499,INC0006867,Closed,False,0,0,3,False,Caller 4636,Opened by  40,14/3/2016 16:07,908,24/3/2016 19:00,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,False,Do Not Notify,code 6,Resolved by 126,15/3/2016 10:11,24/3/2016 19:00,18.066666666666666,53.0
30506,INC0006868,Closed,False,2,0,6,False,Caller 816,Opened by  397,14/3/2016 16:08,908,24/3/2016 19:00,Phone,Location 204,Category 23,Subcategory 75,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,False,Do Not Notify,code 1,Resolved by 32,16/3/2016 13:13,24/3/2016 19:00,45.083333333333336,23.0
30515,INC0006869,Closed,False,3,0,8,False,Caller 2075,Opened by  55,14/3/2016 16:09,908,24/3/2016 19:00,Phone,Location 111,Category 61,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,False,Do Not Notify,code 6,Resolved by 180,18/3/2016 11:14,24/3/2016 19:00,91.08333333333333,61.0
30523,INC0006870,Closed,False,0,1,7,False,Caller 4636,Opened by  40,14/3/2016 16:09,908,24/3/2016 19:00,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,False,Do Not Notify,code 6,Resolved by 126,16/3/2016 11:27,24/3/2016 19:00,43.3,53.0
30530,INC0006871,Closed,False,1,0,7,False,Caller 4554,Opened by  17,14/3/2016 16:11,908,24/3/2016 19:00,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,False,Do Not Notify,code 7,Resolved by 32,16/3/2016 14:34,24/3/2016 19:00,46.38333333333333,42.0
30537,INC0006872,Closed,False,1,0,6,False,Caller 2644,Opened by  386,14/3/2016 16:12,908,24/3/2016 19:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,False,Do Not Notify,code 7,Resolved by 32,16/3/2016 14:50,24/3/2016 19:00,46.63333333333333,26.0
30543,INC0006874,Closed,False,2,0,5,False,Caller 2270,Opened by  17,14/3/2016 16:14,908,24/3/2016 19:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,False,Do Not Notify,code 6,Resolved by 15,15/3/2016 09:05,24/3/2016 19:00,16.85,26.0
30550,INC0006875,Closed,False,1,0,10,False,Caller 3601,Opened by  108,14/3/2016 16:16,908,4/4/2016 16:59,Phone,Location 204,Category 34,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,True,Do Not Notify,code 6,Resolved by 53,30/3/2016 16:20,4/4/2016 16:59,384.06666666666666,34.0
30557,INC0006876,Closed,False,0,0,7,False,Caller 1513,Opened by  40,14/3/2016 16:18,908,27/3/2016 08:59,Phone,Location 46,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,22/3/2016 08:49,27/3/2016 08:59,184.51666666666668,9.0
30563,INC0006877,Closed,False,1,0,7,False,Caller 588,Opened by  397,14/3/2016 16:19,908,26/3/2016 12:59,Phone,Location 160,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,21/3/2016 12:43,26/3/2016 12:59,164.4,26.0
30570,INC0006878,Closed,False,1,0,7,False,Caller 287,Opened by  55,14/3/2016 16:24,908,26/3/2016 12:59,Phone,Location 108,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,21/3/2016 12:47,26/3/2016 12:59,164.38333333333333,26.0
30574,INC0006879,Closed,False,0,0,3,False,Caller 1848,Opened by  17,14/3/2016 16:25,908,24/3/2016 18:52,Phone,Location 45,Category 46,Subcategory 94,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,False,False,Do Not Notify,code 6,Resolved by 197,14/3/2016 18:00,24/3/2016 18:52,1.5833333333333333,46.0
30588,INC0006882,Closed,False,5,0,19,False,Caller 3029,Opened by  108,14/3/2016 16:28,908,3/4/2016 14:59,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 101,False,True,Do Not Notify,code 6,Resolved by 91,29/3/2016 14:33,3/4/2016 14:59,358.0833333333333,46.0
30590,INC0006883,Closed,False,0,0,1,False,Caller 3380,Opened by  240,14/3/2016 16:30,908,24/3/2016 18:52,Phone,Location 143,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 16:31,24/3/2016 18:52,0.016666666666666666,46.0
30596,INC0006884,Closed,False,1,0,7,False,Caller 3466,Opened by  17,14/3/2016 16:32,908,26/3/2016 12:59,Phone,Location 143,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,21/3/2016 12:49,26/3/2016 12:59,164.28333333333333,20.0
30603,INC0006885,Closed,False,1,0,7,False,Caller 348,Opened by  239,14/3/2016 16:33,908,24/3/2016 19:00,Phone,Location 204,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,False,Do Not Notify,code 6,Resolved by 53,17/3/2016 10:05,24/3/2016 19:00,65.53333333333333,26.0
30612,INC0006886,Closed,False,1,0,10,False,Caller 3646,Opened by  397,14/3/2016 16:35,908,26/3/2016 12:59,Phone,Location 143,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,21/3/2016 12:54,26/3/2016 12:59,164.31666666666666,53.0
30617,INC0006887,Closed,False,1,0,5,False,Caller 3076,Opened by  500,14/3/2016 16:35,908,24/3/2016 19:00,Phone,Location 143,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,False,False,Do Not Notify,code 5,Resolved by 184,15/3/2016 09:27,24/3/2016 19:00,16.866666666666667,28.0
30623,INC0006888,Closed,False,0,0,5,False,Caller 2572,Opened by  17,14/3/2016 16:35,908,24/3/2016 19:00,Phone,Location 143,Category 24,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,False,Do Not Notify,code 6,Resolved by 71,15/3/2016 11:15,24/3/2016 19:00,18.666666666666668,24.0
30628,INC0006889,Closed,False,0,0,4,False,Caller 1710,Opened by  40,14/3/2016 16:36,908,24/3/2016 18:52,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,False,False,Do Not Notify,code 6,Resolved by 206,14/3/2016 18:19,24/3/2016 18:52,1.7166666666666666,53.0
30633,INC0006891,Closed,False,1,0,4,False,Caller 2657,Opened by  386,14/3/2016 16:40,908,24/3/2016 19:00,Phone,Location 204,Category 37,Subcategory 285,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,False,Do Not Notify,code 6,Resolved by 76,15/3/2016 09:51,24/3/2016 19:00,17.183333333333334,37.0
30640,INC0006893,Closed,False,2,0,4,False,Caller 1752,Opened by  17,14/3/2016 16:46,908,24/3/2016 19:00,Phone,Location 143,Category 26,Subcategory 175,1 - High,1 - High,1 - Critical,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,15/3/2016 12:11,24/3/2016 19:00,19.416666666666668,26.0
30646,INC0006894,Closed,False,1,0,7,False,Caller 1777,Opened by  17,14/3/2016 16:50,908,26/3/2016 12:59,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,21/3/2016 12:58,26/3/2016 12:59,164.13333333333333,26.0
30654,INC0006895,Closed,False,2,0,7,False,Caller 1274,Opened by  40,14/3/2016 16:50,908,24/3/2016 19:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 152,False,False,Do Not Notify,code 6,Resolved by 136,15/3/2016 15:11,24/3/2016 19:00,22.35,26.0
30679,INC0006896,Closed,False,5,0,25,False,Caller 4375,Opened by  108,14/3/2016 16:52,908,28/3/2016 09:59,Phone,Location 108,Category 57,Subcategory 146,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,True,Do Not Notify,code 6,Resolved by 100,23/3/2016 09:20,28/3/2016 09:59,208.46666666666667,57.0
30681,INC0006898,Closed,False,0,0,1,False,Caller 3524,Opened by  240,14/3/2016 17:01,908,24/3/2016 18:52,Phone,Location 161,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 17:03,24/3/2016 18:52,0.03333333333333333,46.0
30687,INC0006899,Closed,False,0,0,7,False,Caller 1802,Opened by  55,14/3/2016 17:01,908,26/3/2016 13:59,Phone,Location 143,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,21/3/2016 13:03,26/3/2016 13:59,164.03333333333333,24.0
30689,INC0006901,Closed,False,0,0,1,False,Caller 298,Opened by  240,14/3/2016 17:05,908,24/3/2016 18:52,Phone,Location 143,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,False,Do Not Notify,code 7,Resolved by 115,14/3/2016 17:05,24/3/2016 18:52,0.0,46.0
30696,INC0006902,Closed,False,1,0,6,False,Caller 3879,Opened by  108,14/3/2016 17:05,908,24/3/2016 19:00,Phone,Location 43,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,False,Do Not Notify,code 7,Resolved by 32,16/3/2016 16:24,24/3/2016 19:00,47.31666666666667,26.0
30699,INC0006903,Closed,False,0,0,5,False,Caller 2884,Opened by  240,14/3/2016 17:06,908,29/3/2016 09:59,Phone,Location 18,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,True,Do Not Notify,code 7,Resolved by 115,24/3/2016 09:29,29/3/2016 09:59,232.38333333333333,46.0
30706,INC0006904,Closed,False,2,0,6,False,Caller 2971,Opened by  500,14/3/2016 17:07,908,24/3/2016 19:00,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,False,False,Do Not Notify,code 9,Resolved by 195,15/3/2016 10:35,24/3/2016 19:00,17.466666666666665,46.0
30713,INC0006905,Closed,False,1,0,7,False,Caller 5186,Opened by  17,14/3/2016 17:07,908,26/3/2016 13:59,Phone,Location 91,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,21/3/2016 13:06,26/3/2016 13:59,163.98333333333332,26.0
